Company_ID,FS year,Cash & Bank,Inventory,Accounts Receivable,Investment,Total Current Assets,Total Assets,Accounts Payable,Short- term loans and finance lease liabilities,Total current Liabilities,Long- term loans and finance lease liabilities,Total Non-Current Assets,Total Liabilities,Capital,Total Equity,Total Liabilities & Equity,Net Revenue,COSG,Gross Profit,Profit from operations,Net profit before tax,Net profit after tax,Tangible Net Worth,Interest expenses
479,2024,670,"3,376","16,155","2,000","22,201","30,610","20,830","1,616","22,483", -   , -   ,"22,483","6,900","8,127","30,610","38,689",-36230.00,"2,459",120,98,78,"8,127",
480,2024,"13,834",728,"1,656", -   ,"16,219","16,245","8,210","3,469","12,537", -   , -   ,"12,537","5,000","3,708","16,245","37,248",-36550.00,698,33,32,26,"3,708",
481,2024,"23,388","65,636","21,756", -   ,"110,781","113,759","8,303", -   ,"16,993",135,135,"17,127","96,000","96,631","113,759","105,222",-101930.00,"3,291",611,631,505,"96,631",
482,2024,"11,699","20,545","64,255", -   ,"178,576","179,277","21,266","116,371","150,109", -   , -   ,"150,109","29,000","29,168","179,277","13,668",-11898.00,"1,769",178,120,84,"29,168",
483,2024,"1,878","2,974","1,146", -   ,"9,419","12,661","9,413",258,"12,824", -   , -   ,"12,824","1,600",-163,"12,661","61,327",-54419.00,"6,908",45,45,36,-163,
484,2024,"24,931","26,772","12,682", -   ,"64,413","68,610","29,724","3,745","38,974", -   , -   ,"38,974","30,000","29,635","68,610","68,211",-63384.00,"4,827",459,296,237,"29,635",
485,2024,"5,929","23,273","31,766","5,919","66,888","67,344","11,723","41,094","55,773", -   , -   ,"55,773","9,900","11,571","67,344","135,755",-129505.00,"6,250",626,715,572,"11,571",
486,2024,"3,634",830,"4,266", -   ,"11,177","27,570","5,638","11,405","19,011", -   , -   ,"19,011","9,500","8,560","27,570","59,404",-51482.00,"7,923","1,747","1,653","1,412","8,560",
487,2024,290,"6,353","14,404", -   ,"21,047","35,822","9,224",610,"11,186", -   , -   ,"11,186","6,000","24,636","35,822","67,290",-66394.00,896,60,59,47,"24,636",
488,2024,"11,039","1,090","5,565", -   ,"19,682","21,482","3,238", -   ,"4,115","6,305","6,475","10,590","6,100","10,892","21,483","47,023",-40571.00,"6,453","3,351","3,351","2,933","10,892",
489,2024,"41,678","20,961","38,099","3,000","110,909","348,699","9,660","99,046","124,458","83,758","83,758","208,216","152,725","140,483","348,699","291,968",-252920.00,"39,048",-734,"2,005","1,914","140,483","11,419"
490,2024,"20,409","7,739","9,963", -   ,"38,111","42,999","3,512","15,102","22,759", -   , -   ,"22,759","20,000","20,240","42,999","44,675",-42667.00,"2,009",226,61,49,"20,240",
491,2024,"6,976","229,380","100,142", -   ,"347,601","406,213","38,346","306,794","349,367", -   , -   ,"349,367","70,000","56,847","406,214","900,182",-863463.00,"36,719","6,063","6,067","6,067","56,847",
492,2024,"10,747","113,493","223,729","173,000","526,146","774,671","38,572","13,083","200,929", -   , -   ,"200,929","45,000","573,742","774,671","852,715",-737955.00,"114,760","86,241","86,418","69,325","572,695",177
493,2024,"4,659","2,377","22,658", -   ,"32,230","35,584","5,526","6,623","18,183", -   , -   ,"18,183","9,000","17,401","35,584","139,421",-111397.00,"28,024","14,516","14,454","14,454","17,401",
494,2024,"11,140","16,548","2,122", -   ,"29,810","30,211","22,323", -   ,"22,323", -   , -   ,"22,323","9,000","7,887","30,211","4,493",-3695.00,799,45,45,45,"7,887",
495,2024,"6,004","6,592","22,833", -   ,"49,336","129,773","8,584","31,385","46,704","9,756","9,756","56,460","73,000","73,313","129,773","90,648",-77714.00,"12,933",625,625,500,"73,313",
496,2024,339,"9,837","5,583","2,000","17,760","26,240","2,041","16,850","22,252", -   , -   ,"22,252","6,000","3,988","26,241","52,675",-48757.00,"3,919",393,273,273,"3,988",
497,2024,"7,861","12,801","40,418", -   ,"61,229","87,303","21,374","8,285","31,824","6,517","6,517","38,340","52,200","48,963","87,303","127,292",-113158.00,"14,134",-59,131,77,"47,937",
498,2024,757,"24,105","47,566", -   ,"75,869","98,182","9,402", -   ,"9,470",273,273,"9,743","100,000","88,440","98,182","2,471",-2168.00,303,"-1,198","-1,198","-1,198","88,440",
499,2024,"11,246","1,140","3,802", -   ,"16,261","33,511",115, -   ,"4,838", -   , -   ,"4,838","4,200","28,673","33,511","47,741",-38114.00,"9,627","5,691","5,866","4,693","28,274",
500,2024,"2,569","8,554","13,435", -   ,"24,558","27,286","5,149", -   ,"5,154", -   , -   ,"5,154","22,000","22,132","27,286","26,302",-25851.00,451,37,37,29,"22,132",
501,2024,"9,809","68,572","137,399","4,000","232,379","264,591","123,953","85,432","231,645", -   ,"6,826","238,470","37,501","26,121","264,591","503,273",-457852.00,"45,422","3,346","3,254",859,"25,778","3,270"
502,2024,730,"11,389","9,178","15,000","36,296","47,304","8,857","6,391","16,691", -   , -   ,"16,691","30,000","30,613","47,304","116,433",-112576.00,"3,857",338,290,222,"30,613",
503,2024,159,"2,114","41,230", -   ,"47,657","48,000","4,087", -   ,"7,124", -   , -   ,"7,124","4,164","40,875","47,999",111,-111.00,-1,"1,516",-966,"-1,243","40,714", -   
504,2024,"20,775","89,394","31,525","75,000","237,699","387,970","42,097","20,080","193,211", -   , -   ,"193,211","191,301","194,759","387,970","661,054",-524259.00,"136,795","14,261","15,544","12,354","194,204","3,169"
505,2024,"10,692","1,868","3,378", -   ,"15,938","16,980","1,138","7,000","9,740", -   , -   ,"9,740","9,102","7,241","16,980","36,303",-32570.00,"3,734",-266,-266,-266,"7,241",
506,2024,"10,611","12,714","1,605", -   ,"24,930","26,737",920, -   ,"1,129", -   , -   ,"1,129","25,000","25,608","26,737","25,468",-22818.00,"2,650",159,149,115,"25,608",
507,2024,261,"6,501","464,570",10,"471,396","471,396","1,368", -   ,"111,967", -   , -   ,"111,967","326,500","359,428","471,396","94,485",-89099.00,"5,386","29,495","29,303","23,404","359,428",
508,2024,"3,207","3,903","3,081", -   ,"19,953","35,363", -   , -   ,"34,558", -   , -   ,"34,558","1,500",805,"35,363","67,394",-66737.00,658,-284,-284,-284,805,
509,2024,"15,906","38,616","22,658", -   ,"77,179","178,228","25,427","1,285","28,696", -   , -   ,"28,696","143,088","149,533","178,228","56,827",-50535.00,"6,292",-216,"2,485","1,988","149,533",
510,2024,"6,005","2,249","6,481",12,"14,747","15,401","2,204","6,125","8,556", -   , -   ,"8,556","5,000","6,845","15,401","32,623",-26841.00,"5,782",160,152,120,"6,845",
511,2024,"7,842","20,047","69,870","7,762","106,945","238,409","5,745","89,700","96,197","5,047","5,247","101,444","105,000","136,966","238,409","352,014",-339128.00,"12,886","4,915","4,875","4,584","112,423",
512,2024,"54,795","6,063","82,955","5,000","159,023","340,742","33,995","182,006","292,924", -   , -   ,"292,924","80,000","47,818","340,742","527,454",-411852.00,"115,602","4,000","1,164","1,164","47,818",
513,2024,"1,380","113,187","8,571", -   ,"123,137","147,347",915,"49,936","120,108", -   , -   ,"120,108","20,000","27,240","147,347","147,708",-138350.00,"9,358","2,932","2,314","1,736","27,240",
514,2024,333,589,"2,379", -   ,"3,300","5,402",281,"2,950","5,129", -   , -   ,"5,129","2,000",273,"5,402","14,215",-11068.00,"3,148",798,731,731,273,
515,2024,"1,209", -   ,341,"25,000","26,550","26,594",11, -   ,167, -   , -   ,167,"25,000","26,427","26,594", -   , -   , -   ,"1,554","1,435","1,124","26,427",
516,2024,"1,491","3,940","19,576", -   ,"25,007","55,464","37,300","13,900","51,271", -   , -   ,"51,271","2,500","4,193","55,464","54,960",-49763.00,"5,197","1,405","1,182",901,"4,193",
517,2024,463,"19,166","12,226", -   ,"32,324","181,659","8,162","18,445","147,851", -   , -   ,"147,851","300,000","33,808","181,659","140,990",-135368.00,"5,622","-15,705","-17,867","-17,867","33,808","1,008"
518,2024,"4,526","42,906","147,598", -   ,"195,030","384,187","88,570","135,155","231,456", -   , -   ,"231,456","88,000","152,731","384,187","450,730",-422879.00,"27,850","11,425","11,425","9,140","152,731",
519,2024,"18,862","8,652","9,329", -   ,"36,843","50,823","1,800","27,447","41,157", -   , -   ,"41,157","15,000","9,666","50,823","104,741",-95536.00,"9,205",-285,-331,-331,"9,666",
520,2024,267,"20,327","19,799","3,898","44,291","57,117","31,940","4,038","48,779", -   , -   ,"48,779","9,000","8,338","57,117","21,849",-20083.00,"1,767",-563,-497,-497,"8,337",
521,2024,"18,796","1,458","5,771", -   ,"27,388","33,486","2,390","13,254","20,529", -   , -   ,"20,529","14,500","12,956","33,486","63,637",-56708.00,"6,930",-82,-132,-144,"12,277",
522,2024,"1,452","5,678","2,372", -   ,"9,502","20,835","6,523","8,557","16,936", -   , -   ,"16,936","9,000","3,899","20,835","40,477",-37266.00,"3,211",-646,-959,-959,"3,899",
523,2024,"43,606","3,297","17,303","5,000","69,363","103,582","12,742","48,251","83,599", -   , -   ,"83,599","20,000","19,983","103,582","231,695",-205548.00,"26,147","2,195",945,666,"19,983",
524,2024,"30,870","11,153","4,734", -   ,"47,382","49,903","1,709","39,596","41,305", -   , -   ,"41,305","9,500","8,598","49,903","68,832",-63170.00,"5,663",83,99,99,"8,598",
525,2024,258, -   , -   , -   ,"77,400","90,271",19, -   ,64, -   , -   ,64,"110,000","90,208","90,271", -   , -   , -   ,-187,-190,-190,"90,208",
526,2024,"5,678",727,"32,583", -   ,"39,722","41,601","13,011", -   ,"16,517", -   , -   ,"16,517","24,080","25,083","41,601","51,478",-50169.00,"1,309",369,369,296,"25,083",
527,2024,"3,598","37,557","6,811", -   ,"49,404","50,685","1,375","12,144","17,253","8,200","8,200","25,453","24,000","25,231","50,685","53,583",-49233.00,"4,350",201,208,166,"25,231",
528,2024,"12,590","59,983","42,491", -   ,"126,917","181,349","47,417","45,036","109,421","1,891","9,313","118,733","54,950","62,615","181,349","159,888",-148400.00,"11,487","1,069",29,-177,"59,405",
529,2024,"2,206","16,896","3,408", -   ,"22,509","31,128",988,"22,643","24,569", -   , -   ,"24,569","5,938","6,560","31,128","14,002",-12163.00,"1,839",456,456,426,"6,560",
530,2024,"1,522","2,045","1,792", -   ,"5,359","6,200",352,"2,191","7,033", -   , -   ,"7,033","2,000",-833,"6,200","45,365",-43235.00,"2,129",13,29,-64,-833,
531,2024,"29,153","119,895","181,476",482,"341,552","414,224","31,683","373,912","452,156","1,660","1,660","453,815","80,000","-39,592","414,224","441,316",-359489.00,"81,827","-22,717","-17,527","-17,527","-39,875",
532,2024,"5,066","20,706","151,942",865,"178,579","199,014","85,577","75,326","161,090", -   , -   ,"161,090","39,000","37,924","199,014","487,681",-478903.00,"8,778",940,939,752,"37,924",
533,2024,"31,507","1,466", -   , -   ,"36,665","45,532","2,093", -   ,"29,314", -   , -   ,"29,314","21,500","16,219","45,532","21,361",-17268.00,"4,093",417,417,334,"16,219",
534,2024,"91,892","10,688","26,953","188,773","318,622","363,612","1,086","67,134","126,902", -   , -   ,"126,902","9,000","236,711","363,612","263,465",-190046.00,"73,419","55,291","52,185","42,525","230,076",
535,2024,"34,233","32,188","26,968",56,"93,637","97,586","4,809", -   ,"5,166", -   , -   ,"5,166","86,680","92,420","97,586","102,456",-84286.00,"18,170","1,627","1,327","1,016","92,420",
536,2024,"2,023","4,019","8,193", -   ,"14,234","49,618","5,856","27,300","42,218", -   , -   ,"42,218","20,500","7,401","49,618","56,379",-44380.00,"11,999","-3,885","-3,911","-3,911","7,400",
537,2024,"53,095","7,623","34,961", -   ,"95,680","184,203",788, -   ,"97,187", -   , -   ,"97,187","25,000","87,017","184,203","200,918",-130745.00,"70,172","32,967","33,165","25,632","73,244", -   
538,2024,"4,024","4,995","4,526", -   ,"16,994","45,591","9,294","23,000","34,590","3,348","3,348","37,938","30,000","7,653","45,591","15,142",-12028.00,"3,114","-1,426","-1,439","-1,444","7,653",
539,2024,"7,038","2,259","19,287", -   ,"28,584","50,410","8,759","31,168","39,928", -   , -   ,"39,928","21,150","10,482","50,410","150,073",-129055.00,"21,018",992,675,540,"10,482",
540,2024,"2,594","5,411","15,984", -   ,"23,989","43,417","3,598","12,555","16,652", -   , -   ,"16,652","30,400","26,765","43,417","23,487",-19923.00,"3,564",-387,-406,-406,"26,765",
541,2024,"6,074","1,020","8,328", -   ,"15,422","15,435","11,325", -   ,"11,355", -   , -   ,"11,355","4,200","4,081","15,435","37,492",-37175.00,316,40,40,32,"4,081",
542,2024,763,"7,468","1,094", -   ,"9,834","64,196","3,392", -   ,"42,939", -   , -   ,"42,939","30,000","21,257","64,196","119,365",-107681.00,"11,684",837,"1,606","1,606","21,222",
543,2024,201, -   ,210, -   ,411,"144,921",421, -   ,"1,736","25,526","36,226","37,962","60,000","106,959","144,921","40,191", -   ,"40,191","30,769","31,684","28,516","67,718",
544,2024,"1,358","19,786","17,821", -   ,"38,964","56,167","16,524","1,555","23,465", -   , -   ,"23,465","9,800","32,702","56,167","56,013",-46577.00,"9,436",6,5,4,"32,702",
545,2024,"1,284", -   ,"176,264", -   ,"177,548","218,241","12,138", -   ,"233,023", -   , -   ,"233,023","48,000","-14,782","218,241","229,027",-222397.00,"6,631","-21,012","55,328","55,328","-14,782",
